(s,b,c) : belief state id
38,[0 1],11 : 789
48,[0.699519 0.300481],11 : 790
57,[0.659864 0.340136],12 : 791
48,[0.774873 0.225127],13 : 792
57,[0.741487 0.258513],14 : 793
58,[0.945084 0.0549159],14 : 794
59,[0.928634 0.0713665],14 : 795
57,[0.774873 0.225127],18 : 796
58,[0.774873 0.225127],18 : 797
59,[0.774873 0.225127],18 : 798
66,[0.447004 0.552996],13 : 799
55,[0.50259 0.49741],14 : 800
56,[0.50259 0.49741],14 : 801
57,[0.50259 0.49741],14 : 802
75,[0.447004 0.552996],18 : 803
76,[0.447004 0.552996],18 : 804
77,[0.447004 0.552996],18 : 805
66,[0.659864 0.340136],17 : 806
67,[0.659864 0.340136],17 : 807
68,[0.659864 0.340136],17 : 808
58,[0.920886 0.079114],12 : 809
59,[0.897969 0.102031],12 : 810
57,[0.699519 0.300481],16 : 811
58,[0.699519 0.300481],16 : 812
59,[0.699519 0.300481],16 : 813
49,[0.933191 0.0668092],11 : 814
39,[0.736398 0.263602],15 : 815
28,[0 1],16 : 816
29,[0 1],16 : 817
38,[0 1],16 : 818
48,[0.699519 0.300481],16 : 819
49,[0.933191 0.0668092],16 : 820
39,[0.736398 0.263602],20 : 821
48,[0.736398 0.263602],20 : 822
49,[0.736398 0.263602],20 : 823
48,[0.736398 0.263602],15 : 824
37,[0 1],16 : 825
39,[0 1],16 : 826
47,[0 1],16 : 827
48,[0 1],16 : 828
49,[0 1],16 : 829
58,[0.933191 0.0668092],16 : 830
59,[0.913504 0.0864965],16 : 831
57,[0.736398 0.263602],20 : 832
58,[0.736398 0.263602],20 : 833
59,[0.736398 0.263602],20 : 834
49,[0.736398 0.263602],15 : 835
59,[0.933191 0.0668092],16 : 836
48,[0.736398 0.263602],10 : 837
37,[0 1],11 : 838
39,[0 1],11 : 839
47,[0 1],11 : 840
48,[0 1],11 : 841
49,[0 1],11 : 842
58,[0.933191 0.0668092],11 : 843
59,[0.913504 0.0864965],11 : 844
57,[0.736398 0.263602],15 : 845
46,[0 1],16 : 846
48,[0.832113 0.167887],16 : 847
56,[0 1],16 : 848
57,[0 1],16 : 849
58,[0.874749 0.125251],16 : 850
66,[0.537893 0.462107],16 : 851
67,[0.874749 0.125251],16 : 852
68,[0.874749 0.125251],16 : 853
66,[0.736398 0.263602],20 : 854
67,[0.736398 0.263602],20 : 855
68,[0.736398 0.263602],20 : 856
58,[0.736398 0.263602],15 : 857
58,[0 1],16 : 858
68,[0.933191 0.0668092],16 : 859
69,[0.913504 0.0864965],16 : 860
69,[0.736398 0.263602],20 : 861
59,[0.736398 0.263602],15 : 862
48,[0.685476 0.314524],16 : 863
58,[0.823197 0.176803],16 : 864
59,[0.717626 0.282374],16 : 865
68,[0.823197 0.176803],16 : 866
69,[0.823197 0.176803],16 : 867
48,[1 0],20 : 868
58,[1 0],20 : 869
59,[0 1],20 : 870
68,[0.933191 0.0668092],20 : 871
69,[0 1],20 : 872
49,[0.736398 0.263602],10 : 873
59,[0.933191 0.0668092],11 : 874
19,[1 0],9 : 875
29,[1 0],9 : 876
39,[0.424941 0.575059],9 : 877
39,[0.323062 0.676938],10 : 878
39,[0.235601 0.764399],11 : 879
39,[0.166011 0.833989],12 : 880
48,[0.204359 0.795641],12 : 881
57,[0.176304 0.823696],13 : 882
58,[0.562217 0.437783],13 : 883
67,[0.516955 0.483045],14 : 884
68,[0.865251 0.134749],14 : 885
69,[0.829207 0.170793],14 : 886
67,[0.562217 0.437783],18 : 887
68,[0.562217 0.437783],18 : 888
69,[0.562217 0.437783],18 : 889
57,[0.204359 0.795641],17 : 890
58,[0.204359 0.795641],17 : 891
59,[0.204359 0.795641],17 : 892
49,[0.606468 0.393532],12 : 893
49,[0.498818 0.501182],13 : 894
49,[0.391279 0.608721],14 : 895
58,[0.453374 0.546626],14 : 896
59,[0.832676 0.167324],14 : 897
49,[0.498818 0.501182],18 : 898
58,[0.498818 0.501182],18 : 899
59,[0.498818 0.501182],18 : 900
59,[0.885129 0.114871],13 : 901
49,[0.606468 0.393532],17 : 902
58,[0.606468 0.393532],17 : 903
59,[0.606468 0.393532],17 : 904
39,[0.235601 0.764399],16 : 905
48,[0.235601 0.764399],16 : 906
49,[0.235601 0.764399],16 : 907
48,[0.284539 0.715461],11 : 908
57,[0.24892 0.75108],12 : 909
48,[0.370276 0.629724],13 : 910
57,[0.328858 0.671142],14 : 911
58,[0.746192 0.253808],14 : 912
57,[0.370276 0.629724],18 : 913
58,[0.370276 0.629724],18 : 914
59,[0.370276 0.629724],18 : 915
58,[0.453116 0.546884],13 : 916
67,[0.408442 0.591558],14 : 917
68,[0.80555 0.19445],14 : 918
67,[0.453116 0.546884],18 : 919
68,[0.453116 0.546884],18 : 920
69,[0.453116 0.546884],18 : 921
66,[0.121335 0.878665],13 : 922
67,[0.453116 0.546884],13 : 923
56,[0.508763 0.491237],14 : 924
57,[0.508763 0.491237],14 : 925
58,[0.508763 0.491237],14 : 926
66,[0.508763 0.491237],14 : 927
68,[0.508763 0.491237],14 : 928
76,[0.508763 0.491237],14 : 929
77,[0.508763 0.491237],14 : 930
78,[0.508763 0.491237],14 : 931
76,[0.80555 0.19445],18 : 932
68,[0.453116 0.546884],13 : 933
59,[0.508763 0.491237],14 : 934
67,[0.508763 0.491237],14 : 935
69,[0.508763 0.491237],14 : 936
79,[0.508763 0.491237],14 : 937
77,[0.80555 0.19445],18 : 938
66,[0.24892 0.75108],17 : 939
67,[0.24892 0.75108],17 : 940
68,[0.24892 0.75108],17 : 941
58,[0.665384 0.334616],12 : 942
67,[0.623647 0.376353],13 : 943
56,[0.674411 0.325589],14 : 944
57,[0.674411 0.325589],14 : 945
58,[0.674411 0.325589],14 : 946
66,[0.674411 0.325589],14 : 947
68,[0.674411 0.325589],14 : 948
76,[0.674411 0.325589],14 : 949
77,[0.674411 0.325589],14 : 950
78,[0.674411 0.325589],14 : 951
76,[0.892304 0.107696],18 : 952
68,[0.908613 0.0913869],13 : 953
69,[0.882595 0.117405],13 : 954
67,[0.665384 0.334616],17 : 955
68,[0.665384 0.334616],17 : 956
69,[0.665384 0.334616],17 : 957
57,[0.284539 0.715461],16 : 958
58,[0.284539 0.715461],16 : 959
59,[0.284539 0.715461],16 : 960
49,[0.704684 0.295316],11 : 961
59,[0.922666 0.0773336],12 : 962
49,[0.704684 0.295316],16 : 963
58,[0.704684 0.295316],16 : 964
59,[0.704684 0.295316],16 : 965
39,[0.323062 0.676938],15 : 966
48,[0.284539 0.715461],16 : 967
39,[0.323062 0.676938],20 : 968
48,[0.323062 0.676938],20 : 969
49,[0.323062 0.676938],20 : 970
48,[0.323062 0.676938],15 : 971
57,[0.323062 0.676938],20 : 972
58,[0.323062 0.676938],20 : 973
59,[0.323062 0.676938],20 : 974
49,[0.323062 0.676938],15 : 975
48,[0.381109 0.618891],10 : 976
57,[0.339132 0.660868],11 : 977
48,[0.476562 0.523438],12 : 978
57,[0.4314 0.5686],13 : 979
48,[0.573759 0.426241],14 : 980
58,[0.654787 0.345213],14 : 981
66,[0.240195 0.759805],14 : 982
67,[0.654787 0.345213],14 : 983
68,[0.654787 0.345213],14 : 984
66,[0.4314 0.5686],18 : 985
67,[0.4314 0.5686],18 : 986
68,[0.4314 0.5686],18 : 987
58,[0.819892 0.180108],13 : 988
57,[0.476562 0.523438],17 : 989
58,[0.476562 0.523438],17 : 990
59,[0.476562 0.523438],17 : 991
58,[0.561961 0.438039],12 : 992
67,[0.516695 0.483305],13 : 993
56,[0.571983 0.428017],14 : 994
57,[0.571983 0.428017],14 : 995
58,[0.571983 0.428017],14 : 996
66,[0.571983 0.428017],14 : 997
68,[0.571983 0.428017],14 : 998
76,[0.571983 0.428017],14 : 999
77,[0.571983 0.428017],14 : 1000
78,[0.571983 0.428017],14 : 1001
76,[0.842406 0.157594],18 : 1002
68,[0.865129 0.134871],13 : 1003
67,[0.561961 0.438039],17 : 1004
68,[0.561961 0.438039],17 : 1005
69,[0.561961 0.438039],17 : 1006
66,[0.176153 0.823847],12 : 1007
67,[0.561961 0.438039],12 : 1008
56,[0.615921 0.384079],13 : 1009
45,[0.652366 0.347634],14 : 1010
55,[0.800362 0.199638],14 : 1011
65,[0.800362 0.199638],14 : 1012
66,[0.800362 0.199638],14 : 1013
65,[0.615921 0.384079],18 : 1014
66,[0.615921 0.384079],18 : 1015
67,[0.615921 0.384079],18 : 1016
57,[0.615921 0.384079],13 : 1017
48,[0.739932 0.260068],14 : 1018
58,[0.800362 0.199638],14 : 1019
66,[0.400544 0.599456],14 : 1020
67,[0.800362 0.199638],14 : 1021
68,[0.800362 0.199638],14 : 1022
68,[0.615921 0.384079],18 : 1023
58,[0.615921 0.384079],13 : 1024
67,[0.571983 0.428017],14 : 1025
68,[0.889112 0.110888],14 : 1026
69,[0.858407 0.141593],14 : 1027
69,[0.615921 0.384079],18 : 1028
66,[0.615921 0.384079],13 : 1029
55,[0.66717 0.33283],14 : 1030
56,[0.66717 0.33283],14 : 1031
57,[0.66717 0.33283],14 : 1032
65,[0.66717 0.33283],14 : 1033
67,[0.66717 0.33283],14 : 1034
75,[0.66717 0.33283],14 : 1035
76,[0.66717 0.33283],14 : 1036
77,[0.66717 0.33283],14 : 1037
75,[0.615921 0.384079],18 : 1038
76,[0.615921 0.384079],18 : 1039
77,[0.615921 0.384079],18 : 1040
68,[0.615921 0.384079],13 : 1041
58,[0.66717 0.33283],14 : 1042
59,[0.66717 0.33283],14 : 1043
69,[0.66717 0.33283],14 : 1044
78,[0.66717 0.33283],14 : 1045
79,[0.66717 0.33283],14 : 1046
77,[0.889112 0.110888],18 : 1047
76,[0.615921 0.384079],13 : 1048
66,[0.66717 0.33283],14 : 1049
85,[0.66717 0.33283],14 : 1050
86,[0.66717 0.33283],14 : 1051
87,[0.66717 0.33283],14 : 1052
77,[0.615921 0.384079],13 : 1053
78,[0.615921 0.384079],13 : 1054
76,[0.865129 0.134871],17 : 1055
68,[0.561961 0.438039],12 : 1056
59,[0.615921 0.384079],13 : 1057
48,[0.555764 0.444236],14 : 1058
58,[0.727722 0.272278],14 : 1059
59,[0.593307 0.406693],14 : 1060
68,[0.727722 0.272278],14 : 1061
69,[0.727722 0.272278],14 : 1062
68,[0.889112 0.110888],18 : 1063
67,[0.615921 0.384079],13 : 1064
68,[0.66717 0.33283],14 : 1065
76,[0.889112 0.110888],18 : 1066
69,[0.615921 0.384079],13 : 1067
69,[0.539024 0.460976],14 : 1068
78,[0.889112 0.110888],18 : 1069
79,[0.615921 0.384079],13 : 1070
77,[0.865129 0.134871],17 : 1071
66,[0.339132 0.660868],16 : 1072
67,[0.339132 0.660868],16 : 1073
68,[0.339132 0.660868],16 : 1074
58,[0.75484 0.24516],11 : 1075
67,[0.719558 0.280442],12 : 1076
56,[0.762315 0.237685],13 : 1077
45,[0.789614 0.210386],14 : 1078
55,[0.889112 0.110888],14 : 1079
65,[0.889112 0.110888],14 : 1080
66,[0.889112 0.110888],14 : 1081
65,[0.762315 0.237685],18 : 1082
66,[0.762315 0.237685],18 : 1083
67,[0.762315 0.237685],18 : 1084
57,[0.762315 0.237685],13 : 1085
48,[0.85053 0.14947],14 : 1086
58,[0.889112 0.110888],14 : 1087
67,[0.889112 0.110888],14 : 1088
68,[0.762315 0.237685],18 : 1089
58,[0.762315 0.237685],13 : 1090
67,[0.727722 0.272278],14 : 1091
68,[0.941302 0.0586983],14 : 1092
69,[0.923809 0.0761905],14 : 1093
69,[0.762315 0.237685],18 : 1094
66,[0.762315 0.237685],13 : 1095
56,[0.800362 0.199638],14 : 1096
57,[0.800362 0.199638],14 : 1097
75,[0.800362 0.199638],14 : 1098
76,[0.800362 0.199638],14 : 1099
77,[0.800362 0.199638],14 : 1100
75,[0.762315 0.237685],18 : 1101
76,[0.762315 0.237685],18 : 1102
77,[0.762315 0.237685],18 : 1103
68,[0.762315 0.237685],13 : 1104
59,[0.800362 0.199638],14 : 1105
69,[0.800362 0.199638],14 : 1106
78,[0.800362 0.199638],14 : 1107
79,[0.800362 0.199638],14 : 1108
77,[0.941302 0.0586983],18 : 1109
76,[0.762315 0.237685],13 : 1110
85,[0.800362 0.199638],14 : 1111
86,[0.800362 0.199638],14 : 1112
87,[0.800362 0.199638],14 : 1113
77,[0.762315 0.237685],13 : 1114
78,[0.762315 0.237685],13 : 1115
76,[0.927688 0.0723117],17 : 1116
68,[0.939005 0.0609948],12 : 1117
69,[0.920886 0.079114],12 : 1118
67,[0.75484 0.24516],16 : 1119
68,[0.75484 0.24516],16 : 1120
69,[0.75484 0.24516],16 : 1121
57,[0.381109 0.618891],15 : 1122
48,[0.522111 0.477889],16 : 1123
58,[0.606219 0.393781],16 : 1124
66,[0.204189 0.795811],16 : 1125
67,[0.606219 0.393781],16 : 1126
68,[0.606219 0.393781],16 : 1127
66,[0.381109 0.618891],20 : 1128
67,[0.381109 0.618891],20 : 1129
68,[0.381109 0.618891],20 : 1130
58,[0.381109 0.618891],15 : 1131
69,[0.381109 0.618891],20 : 1132
59,[0.381109 0.618891],15 : 1133
48,[0.32451 0.67549],16 : 1134
58,[0.506495 0.493505],16 : 1135
59,[0.359057 0.640943],16 : 1136
68,[0.506495 0.493505],16 : 1137
69,[0.506495 0.493505],16 : 1138
68,[0.75484 0.24516],20 : 1139
49,[0.786997 0.213003],10 : 1140
59,[0.948649 0.0513511],11 : 1141
49,[0.786997 0.213003],15 : 1142
58,[0.75484 0.24516],16 : 1143
59,[0.948649 0.0513511],16 : 1144
49,[0.786997 0.213003],20 : 1145
58,[0.786997 0.213003],20 : 1146
59,[0.786997 0.213003],20 : 1147
58,[0.786997 0.213003],15 : 1148
68,[0.948649 0.0513511],16 : 1149
69,[0.933191 0.0668092],16 : 1150
67,[0.786997 0.213003],20 : 1151
68,[0.786997 0.213003],20 : 1152
69,[0.786997 0.213003],20 : 1153
59,[0.786997 0.213003],15 : 1154
48,[0.74243 0.25757],16 : 1155
58,[0.860295 0.139705],16 : 1156
59,[0.770706 0.229294],16 : 1157
68,[0.860295 0.139705],16 : 1158
69,[0.860295 0.139705],16 : 1159
68,[0.948649 0.0513511],20 : 1160
39,[0.424941 0.575059],14 : 1161
28,[0 1],15 : 1162
29,[0 1],15 : 1163
38,[0 1],15 : 1164
48,[0.381109 0.618891],15 : 1165
57,[0.339132 0.660868],16 : 1166
57,[0.381109 0.618891],20 : 1167
58,[0.381109 0.618891],20 : 1168
59,[0.381109 0.618891],20 : 1169
39,[0.424941 0.575059],19 : 1170
48,[0.424941 0.575059],19 : 1171
49,[0.424941 0.575059],19 : 1172
48,[0.424941 0.575059],14 : 1173
37,[0 1],15 : 1174
39,[0 1],15 : 1175
47,[0 1],15 : 1176
48,[0 1],15 : 1177
49,[0 1],15 : 1178
57,[0.424941 0.575059],19 : 1179
58,[0.424941 0.575059],19 : 1180
59,[0.424941 0.575059],19 : 1181
49,[0.424941 0.575059],14 : 1182
6,[1 0],8 : 1183
7,[1 0],8 : 1184
8,[0.434531 0.565469],8 : 1185
7,[0 1],9 : 1186
8,[0 1],9 : 1187
9,[0 1],9 : 1188
17,[0.390381 0.609619],9 : 1189
6,[0 1],10 : 1190
7,[0 1],10 : 1191
8,[0.694402 0.305598],10 : 1192
7,[0 1],11 : 1193
8,[0 1],11 : 1194
9,[0 1],11 : 1195
17,[0.654405 0.345595],11 : 1196
6,[0 1],12 : 1197
7,[0 1],12 : 1198
8,[0.870451 0.129549],12 : 1199
16,[0 1],12 : 1200
17,[0 1],12 : 1201
18,[0.904469 0.0955309],12 : 1202
26,[0 1],12 : 1203
27,[0 1],12 : 1204
28,[0.697814 0.302186],12 : 1205
17,[0 1],13 : 1206
18,[0 1],13 : 1207
19,[0.891234 0.108766],13 : 1208
27,[0 1],13 : 1209
29,[0.920294 0.0797059],13 : 1210
39,[0.737954 0.262046],13 : 1211
39,[0.645233 0.354767],14 : 1212
48,[0.701205 0.298795],14 : 1213
49,[0.93369 0.0663102],14 : 1214
39,[0.737954 0.262046],18 : 1215
48,[0.737954 0.262046],18 : 1216
49,[0.737954 0.262046],18 : 1217
19,[1 0],17 : 1218
29,[1 0],17 : 1219
37,[0 1],17 : 1220
38,[0 1],17 : 1221
39,[0.426905 0.573095],17 : 1222
6,[1 0],16 : 1223
7,[1 0],16 : 1224
8,[0.436505 0.563495],16 : 1225
18,[0 1],16 : 1226
18,[0.919103 0.0808971],11 : 1227
19,[0.895728 0.104272],11 : 1228
7,[1 0],15 : 1229
8,[1 0],15 : 1230
17,[0.919103 0.0808971],15 : 1231
18,[0 1],15 : 1232
19,[0 1],15 : 1233
16,[0 1],10 : 1234
17,[0 1],10 : 1235
18,[0.762009 0.237991],10 : 1236
9,[0.919103 0.0808971],11 : 1237
17,[0 1],11 : 1238
18,[0 1],11 : 1239
19,[0.941208 0.0587916],11 : 1240
27,[0 1],11 : 1241
29,[0.796113 0.203887],11 : 1242
18,[0 1],12 : 1243
19,[0 1],12 : 1244
29,[0.716052 0.283948],12 : 1245
19,[0 1],13 : 1246
29,[0.619576 0.380424],13 : 1247
18,[0 1],14 : 1248
19,[0 1],14 : 1249
29,[0.512631 0.487369],14 : 1250
38,[0.575769 0.424231],14 : 1251
39,[0.89063 0.10937],14 : 1252
29,[0.619576 0.380424],18 : 1253
38,[0.619576 0.380424],18 : 1254
39,[0.619576 0.380424],18 : 1255
38,[0.677573 0.322427],13 : 1256
27,[0 1],14 : 1257
29,[0.881753 0.118247],14 : 1258
39,[0.913099 0.0869005],14 : 1259
49,[0.71932 0.28068],14 : 1260
29,[1 0],18 : 1261
39,[1 0],18 : 1262
47,[0 1],18 : 1263
48,[0 1],18 : 1264
49,[0.404016 0.595984],18 : 1265
39,[0.926519 0.0734814],13 : 1266
29,[0.716052 0.283948],17 : 1267
38,[0.716052 0.283948],17 : 1268
39,[0.716052 0.283948],17 : 1269
38,[0.764922 0.235078],12 : 1270
39,[0.942095 0.0579054],13 : 1271
49,[0.798719 0.201281],13 : 1272
58,[0.76781 0.23219],14 : 1273
59,[0.952017 0.0479826],14 : 1274
49,[0.798719 0.201281],18 : 1275
58,[0.798719 0.201281],18 : 1276
59,[0.798719 0.201281],18 : 1277
39,[1 0],17 : 1278
47,[0 1],17 : 1279
48,[0 1],17 : 1280
49,[0.512111 0.487889],17 : 1281
39,[0.951275 0.0487248],12 : 1282
29,[0.796113 0.203887],16 : 1283
38,[0.796113 0.203887],16 : 1284
39,[0.796113 0.203887],16 : 1285
9,[1 0],15 : 1286
27,[0 1],15 : 1287
26,[0 1],10 : 1288
27,[0 1],10 : 1289
28,[0.438498 0.561502],10 : 1290
19,[0.734823 0.265177],11 : 1291
8,[0 1],12 : 1292
9,[0 1],12 : 1293
19,[0.641532 0.358468],12 : 1294
8,[0 1],13 : 1295
9,[0 1],13 : 1296
19,[0.536138 0.463862],13 : 1297
8,[0 1],14 : 1298
9,[0 1],14 : 1299
19,[0.427414 0.572586],14 : 1300
28,[0.490622 0.509378],14 : 1301
29,[0.852487 0.147513],14 : 1302
8,[1 0],18 : 1303
18,[1 0],18 : 1304
19,[0 1],18 : 1305
28,[0.852487 0.147513],18 : 1306
29,[0 1],18 : 1307
28,[0.598615 0.401385],13 : 1308
17,[0 1],14 : 1309
19,[0.841067 0.158933],14 : 1310
19,[1 0],18 : 1311
37,[0 1],18 : 1312
38,[0 1],18 : 1313
39,[0.324821 0.675179],18 : 1314
29,[0.89948 0.10052],13 : 1315
8,[1 0],17 : 1316
18,[1 0],17 : 1317
19,[0 1],17 : 1318
28,[0.89948 0.10052],17 : 1319
29,[0 1],17 : 1320
29,[0.932684 0.0673158],12 : 1321
8,[1 0],16 : 1322
18,[1 0],16 : 1323
19,[0 1],16 : 1324
28,[0.932684 0.0673158],16 : 1325
39,[0.4878 0.5122],11 : 1326
39,[0.380831 0.619169],12 : 1327
39,[0.284299 0.715701],13 : 1328
39,[0.204167 0.795833],14 : 1329
48,[0.2487 0.7513],14 : 1330
49,[0.665121 0.334879],14 : 1331
39,[0.284299 0.715701],18 : 1332
48,[0.284299 0.715701],18 : 1333
49,[0.284299 0.715701],18 : 1334
48,[0.338868 0.661132],13 : 1335
57,[0.299293 0.700707],14 : 1336
58,[0.71932 0.28068],14 : 1337
59,[0.659599 0.340401],14 : 1338
57,[0.338868 0.661132],18 : 1339
58,[0.338868 0.661132],18 : 1340
59,[0.338868 0.661132],18 : 1341
49,[0.754622 0.245378],13 : 1342
59,[0.938938 0.0610624],14 : 1343
49,[0.754622 0.245378],18 : 1344
58,[0.754622 0.245378],18 : 1345
59,[0.754622 0.245378],18 : 1346
39,[0.380831 0.619169],17 : 1347
48,[0.380831 0.619169],17 : 1348
49,[0.380831 0.619169],17 : 1349
48,[0.442473 0.557527],12 : 1350
57,[0.398085 0.601915],13 : 1351
48,[0.539889 0.460111],14 : 1352
58,[0.623126 0.376874],14 : 1353
66,[0.216036 0.783964],14 : 1354
67,[0.623126 0.376874],14 : 1355
68,[0.623126 0.376874],14 : 1356
66,[0.398085 0.601915],18 : 1357
67,[0.398085 0.601915],18 : 1358
68,[0.398085 0.601915],18 : 1359
58,[0.798719 0.201281],13 : 1360
67,[0.76781 0.23219],14 : 1361
68,[0.952017 0.0479826],14 : 1362
69,[0.937506 0.0624935],14 : 1363
67,[0.798719 0.201281],18 : 1364
68,[0.798719 0.201281],18 : 1365
69,[0.798719 0.201281],18 : 1366
59,[0.750021 0.249979],13 : 1367
48,[0.70066 0.29934],14 : 1368
58,[0.833349 0.166651],14 : 1369
59,[0.731865 0.268135],14 : 1370
68,[0.833349 0.166651],14 : 1371
69,[0.833349 0.166651],14 : 1372
68,[0.937506 0.0624935],18 : 1373
57,[0.442473 0.557527],17 : 1374
58,[0.442473 0.557527],17 : 1375
59,[0.442473 0.557527],17 : 1376
49,[0.826444 0.173556],12 : 1377
39,[0.4878 0.5122],16 : 1378
48,[0.4878 0.5122],16 : 1379
49,[0.4878 0.5122],16 : 1380
19,[1 0],15 : 1381
29,[1 0],15 : 1382
39,[0.201224 0.798776],15 : 1383
39,[0.139929 0.860071],16 : 1384
48,[0.173506 0.826494],16 : 1385
49,[0.557439 0.442561],16 : 1386
39,[0.201224 0.798776],20 : 1387
48,[0.201224 0.798776],20 : 1388
49,[0.201224 0.798776],20 : 1389
6,[1 0],14 : 1390
7,[1 0],14 : 1391
8,[0.207588 0.792412],14 : 1392
7,[0 1],15 : 1393
8,[0 1],15 : 1394
9,[0 1],15 : 1395
17,[0.179189 0.820811],15 : 1396
18,[0.567071 0.432929],15 : 1397
7,[0 1],16 : 1398
8,[0 1],16 : 1399
9,[0.822941 0.177059],16 : 1400
17,[0 1],16 : 1401
19,[0.867536 0.132464],16 : 1402
27,[0 1],16 : 1403
29,[0.614996 0.385004],16 : 1404
7,[1 0],20 : 1405
8,[1 0],20 : 1406
9,[1 0],20 : 1407
27,[0 1],20 : 1408
28,[0 1],20 : 1409
29,[0 1],20 : 1410
19,[0.497581 0.502419],15 : 1411
9,[0 1],16 : 1412
19,[0.390101 0.609899],16 : 1413
28,[0.452148 0.547852],16 : 1414
29,[0.831985 0.168015],16 : 1415
18,[1 0],20 : 1416
19,[0 1],20 : 1417
28,[0.831985 0.168015],20 : 1418
7,[1 0],19 : 1419
8,[1 0],19 : 1420
17,[0.567071 0.432929],19 : 1421
18,[0 1],19 : 1422
19,[0 1],19 : 1423
18,[0.793483 0.206517],9 : 1424
8,[0 1],10 : 1425
9,[0.931664 0.0683356],10 : 1426
18,[0 1],10 : 1427
19,[0.950522 0.0494778],10 : 1428
29,[0.824118 0.175882],10 : 1429
8,[1 0],14 : 1430
9,[1 0],14 : 1431
19,[0.743924 0.256076],9 : 1432
9,[0 1],10 : 1433
19,[0.652319 0.347681],10 : 1434
19,[0.547862 0.452138],11 : 1435
19,[0.439011 0.560989],12 : 1436
19,[0.335728 0.664272],13 : 1437
19,[0.246084 0.753916],14 : 1438
28,[0.296356 0.703644],14 : 1439
29,[0.716476 0.283524],14 : 1440
28,[0.716476 0.283524],18 : 1441
28,[0.394724 0.605276],13 : 1442
19,[0.698253 0.301747],14 : 1443
29,[0.765296 0.234704],14 : 1444
39,[0.442987 0.557013],14 : 1445
39,[0.173804 0.826196],18 : 1446
29,[0.796451 0.203549],13 : 1447
38,[0.765296 0.234704],14 : 1448
39,[0.951372 0.0486284],14 : 1449
29,[0.796451 0.203549],18 : 1450
38,[0.796451 0.203549],18 : 1451
39,[0.796451 0.203549],18 : 1452
28,[0.796451 0.203549],17 : 1453
28,[0.502429 0.497571],12 : 1454
19,[0.781804 0.218196],13 : 1455
28,[0.749113 0.250887],14 : 1456
29,[0.947132 0.0528677],14 : 1457
28,[0.947132 0.0528677],18 : 1458
29,[0.834678 0.165322],13 : 1459
39,[0.551854 0.448146],13 : 1460
48,[0.506461 0.493539],14 : 1461
49,[0.860278 0.139722],14 : 1462
39,[0.551854 0.448146],18 : 1463
48,[0.551854 0.448146],18 : 1464
49,[0.551854 0.448146],18 : 1465
39,[0.245698 0.754302],17 : 1466
29,[0.858328 0.141672],12 : 1467
28,[0.858328 0.141672],16 : 1468
28,[0.609909 0.390091],11 : 1469
19,[0.84728 0.15272],12 : 1470
29,[0.886589 0.113411],12 : 1471
39,[0.655968 0.344032],12 : 1472
48,[0.613739 0.386261],13 : 1473
57,[0.569727 0.430273],14 : 1474
58,[0.888201 0.111799],14 : 1475
59,[0.857284 0.142716],14 : 1476
57,[0.613739 0.386261],18 : 1477
58,[0.613739 0.386261],18 : 1478
59,[0.613739 0.386261],18 : 1479
49,[0.905065 0.0949348],13 : 1480
39,[0.655968 0.344032],17 : 1481
48,[0.655968 0.344032],17 : 1482
49,[0.655968 0.344032],17 : 1483
19,[1 0],16 : 1484
29,[1 0],16 : 1485
39,[0.335264 0.664736],16 : 1486
29,[0.90367 0.0963297],11 : 1487
18,[1 0],15 : 1488
28,[0.90367 0.0963297],15 : 1489
28,[0.70768 0.29232],10 : 1490
29,[0.923691 0.0763095],11 : 1491
39,[0.746984 0.253016],11 : 1492
48,[0.711005 0.288995],12 : 1493
57,[0.672155 0.327845],13 : 1494
48,[0.784366 0.215634],14 : 1495
58,[0.83675 0.16325],14 : 1496
66,[0.460702 0.539298],14 : 1497
67,[0.83675 0.16325],14 : 1498
68,[0.83675 0.16325],14 : 1499
66,[0.672155 0.327845],18 : 1500
67,[0.672155 0.327845],18 : 1501
68,[0.672155 0.327845],18 : 1502
58,[0.92482 0.0751803],13 : 1503
59,[0.902922 0.0970777],13 : 1504
57,[0.711005 0.288995],17 : 1505
58,[0.711005 0.288995],17 : 1506
59,[0.711005 0.288995],17 : 1507
49,[0.936555 0.0634452],12 : 1508
39,[0.746984 0.253016],16 : 1509
48,[0.746984 0.253016],16 : 1510
49,[0.746984 0.253016],16 : 1511
39,[0.438498 0.561502],15 : 1512
48,[0.394226 0.605774],16 : 1513
49,[0.796113 0.203887],16 : 1514
39,[0.438498 0.561502],20 : 1515
48,[0.438498 0.561502],20 : 1516
49,[0.438498 0.561502],20 : 1517
29,[0.93559 0.0644104],10 : 1518
18,[1 0],14 : 1519
28,[0.93559 0.0644104],14 : 1520
7,[1 0],13 : 1521
8,[1 0],13 : 1522
17,[0.793483 0.206517],13 : 1523
6,[0 1],14 : 1524
7,[0 1],14 : 1525
8,[0.931664 0.0683356],14 : 1526
16,[0 1],14 : 1527
18,[0.950522 0.0494778],14 : 1528
26,[0 1],14 : 1529
28,[0.824118 0.175882],14 : 1530
6,[1 0],18 : 1531
7,[1 0],18 : 1532
8,[0.611169 0.388831],18 : 1533
18,[0 1],18 : 1534
28,[0 1],18 : 1535
18,[0 1],8 : 1536
18,[0.918504 0.0814963],3 : 1537
19,[0.894976 0.105024],3 : 1538
7,[1 0],7 : 1539
8,[1 0],7 : 1540
